,id,eid,formula,R1,R2,R3,F1,F2,F3,P0,P1,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition
134,135,Ti-33Zr-7Fe-4Cr,Ti0.6747Cr0.0444Fe0.0723Zr0.2086,47,10.1016/j.matdes.2018.05.035,rabadia2018,0,0,0,,,149,13,1287,41,1567,48,-8.7,1.2,,,26.71,meta,Ti-beta,C15,"Zr(Fe,Cr)2",As-cast,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus).",Ti0.6747 Cr0.0444 Fe0.0723 Zr0.2086
135,136,Ti-27Nb-7Fe,Ti0.7682Fe0.0698Nb0.1619,48,10.1016/j.msea.2018.07.031,rabadia2018b,0,0,0,,,116,9,784,9,,,-34,1,,,27.85,meta,Ti-beta,Ti-alpha-dp,,As-cast,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6,Ti0.7682 Fe0.0698 Nb0.1619
136,137,Ti-27Nb-7Fe-2Cr,Ti0.7463Cr0.0215Fe0.07Nb0.1622,48,10.1016/j.msea.2018.07.031,rabadia2018b,0,0,0,,,99,5,1097,21,,,-26,1,,,31.07,stable,Ti-beta,,,As-cast,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6,Ti0.7463 Cr0.0215 Fe0.07 Nb0.1622
137,138,Ti-27Nb-7Fe-4Cr,Ti0.7244Cr0.043Fe0.0701Nb0.1625,48,10.1016/j.msea.2018.07.031,rabadia2018b,0,0,0,,,81,2,947,22,,,-30,2,,,34.26,stable,Ti-beta,,,As-cast,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6,Ti0.7244 Cr0.043 Fe0.0701 Nb0.1625
138,139,Ti-27Nb-7Fe-6Cr,Ti0.7023Cr0.0647Fe0.0702Nb0.1628,48,10.1016/j.msea.2018.07.031,rabadia2018b,0,0,0,,,77,4,922,14,,,-33,1,,,37.46,stable,Ti-beta,,,As-cast,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6,Ti0.7023 Cr0.0647 Fe0.0702 Nb0.1628
139,140,Ti-27Nb-7Fe-8Cr,Ti0.6801Cr0.0864Fe0.0704Nb0.1631,48,10.1016/j.msea.2018.07.031,rabadia2018b,0,0,0,,,72,5,941,23,,,-33,2,,,40.68,stable,Ti-beta,,,As-cast,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6,Ti0.6801 Cr0.0864 Fe0.0704 Nb0.1631
140,141,Ti-9Mn,Ti0.9165Mn0.0835,49,10.1016/j.actbio.2015.08.015,santos2015,1,1,0,700,190,94,,1023,,1048,,19,,338,13,16.09,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size reported in section 3.1.,Ti0.9165 Mn0.0835
141,142,Ti-13Mn,Ti0.888Mn0.112,49,10.1016/j.actbio.2015.08.015,santos2015,1,1,0,700,190,100,,927,,939,,13,,312,8,21.5,meta,Ti-beta,,,ST-WQ,Average grain size reported in section 3.1. Absence of omega not conclusive,Ti0.888 Mn0.112
142,143,Ti-5Mn-3Mo,Ti0.9387Mn0.0463Mo0.015,50,10.2320/matertrans.M2016286,santos2017,1,1,0,2220,37,88,,980,,1036,,2,,331,,11.78,meta,Ti-beta,Ti-omega,,PM,Average grain size reported in section 3.1.,Ti0.9387 Mn0.0463 Mo0.015
143,144,Ti-5Mn-4Mo,Ti0.9334Mn0.0461Mo0.0205,50,10.2320/matertrans.M2016286,santos2017,1,1,0,2350,37,84,,1046,,1104,,1.9,,337,,12.75,meta,Ti-beta,Ti-omega,,PM,Average grain size reported in section 3.1.,Ti0.9334 Mn0.0461 Mo0.0205
144,145,Ti-6Mn-3Mo,Ti0.9294Mn0.0552Mo0.0154,50,10.2320/matertrans.M2016286,santos2017,1,1,0,2280,37,86,,1077,,1143,,3.9,,359,,13.54,meta,Ti-beta,Ti-omega,,PM,Average grain size reported in section 3.1.,Ti0.9294 Mn0.0552 Mo0.0154
145,146,Ti-6Mn-4Mo,Ti0.9243Mn0.0554Mo0.0203,50,10.2320/matertrans.M2016286,santos2017,1,1,0,2440,37,85,,1033,,1093,,5,,312,,14.46,meta,Ti-beta,Ti-omega,,PM,Average grain size reported in section 3.1.,Ti0.9243 Mn0.0554 Mo0.0203
146,147,Ti-15Zr-5Cr-2Al,Ti0.8296Al0.0377Cr0.049Zr0.0837,51,10.1016/j.msec.2016.11.101,wang2017,0,0,1,,200,58,3.5,625.4,31.8,1879.9,58.5,-23.7,,302,10,6.01,near,Ti-beta,,,ST-WQ,ST at 1173 for 0.5 h followed by ice water quench. Mechanical properties assessed in compression tests. Grain size roughly estimated from Fig. 2.,Ti0.8296 Al0.0377 Cr0.049 Zr0.0837
147,148,Ti-36Nb-3Zr-2Ta-0.3O,Ti0.7474Zr0.0203Nb0.2254Ta0.0069,52,10.1016/j.scriptamat.2008.05.022,talling2008,1,1,0,3000,15,64.5,2.1,700,,840,,12.9,,,,10.26,meta,Ti-beta,,,ST-WQ,"IM0.0 condition, grain thickness on the order of 15 um (page 2). Yield strength approx. from Fig. 2",Ti0.7474 Zr0.0203 Nb0.2254 Ta0.0069
148,149,Ti-32.5Nb-6.8Zr-2.7Sn,Ti0.7305Zr0.0449Nb0.2109Sn0.0137,53,10.1016/j.jmst.2017.04.017,lan2018,0,0,1,,170,54.2,,380,,562,,20,,,,9.1,near,Ti-beta,,,ST-WQ,Solution treated at 1000 deg C for 1 h followed by WQ. Yield strength estimated from Fig. 8. Grain size roughly estimated from Fig. 1.,Ti0.7305 Zr0.0449 Nb0.2109 Sn0.0137
149,150,Ti-12Mo,Ti0.9363Mo0.0637,54,10.1016/j.matchar.2018.03.031,zhang2018,0,1,1,,80,,,480,,1000,,38,,,,12,meta,Ti-beta,Ti-omega,,ST-WQ,Solution treated at 900 deg C for 0.5 h and subsequently WQ. Mechanical properties approx. from Fig. 2. Potential occurrence of TRIP/TWIN. Grain size assumed to be similar to other alloys from the same study.,Ti0.9363 Mo0.0637
150,151,Ti-12Mo-5Zr,Ti0.906Zr0.0286Mo0.0654,54,10.1016/j.matchar.2018.03.031,zhang2018,0,1,1,,80,,,650,,950,,50,,,,12.01,meta,Ti-beta,Ti-omega,,ST-WQ,Solution treated at 900 deg C for 0.5 h and subsequently WQ. Mechanical properties approx. from Fig. 2. Potential occurrence of TRIP/TWIN.,Ti0.906 Zr0.0286 Mo0.0654
151,152,Ti-35Nb,Ti0.7828Nb0.2172,55,10.1016/j.matdes.2013.10.067,griza2014,0,0,1,,500,73.9,0.4,289,27,561,22,59,14,202,6,9.8,near,Ti-beta,Ti-alpha-dp,,ST-WQ,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. ,Ti0.7828 Nb0.2172
152,153,Ti-35Nb-2.5Sn,Ti0.7665Nb0.2211Sn0.0124,55,10.1016/j.matdes.2013.10.067,griza2014,0,0,1,,500,65.8,1.1,237,8,566,21,55,5,195,6,9.8,near,Ti-beta,Ti-alpha-dp,,ST-WQ,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. ,Ti0.7665 Nb0.2211 Sn0.0124
153,154,Ti-35Nb-5Sn,Ti0.7495Nb0.2253Sn0.0252,55,10.1016/j.matdes.2013.10.067,griza2014,0,0,1,,500,68.2,1.2,216,18,563,10,36,7,184,6,9.8,near,Ti-beta,,,ST-WQ,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. ,Ti0.7495 Nb0.2253 Sn0.0252
154,155,Ti-35Nb-7.5Sn,Ti0.732Nb0.2295Sn0.0385,55,10.1016/j.matdes.2013.10.067,griza2014,0,0,1,,500,86.4,1.7,262,24,478,22,38,6,202,6,9.8,near,Ti-beta,,,ST-WQ,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. ,Ti0.732 Nb0.2295 Sn0.0385
155,156,Ti-8.5Cr-1.5Sn,Ti0.9144Cr0.0795Sn0.0061,56,10.1016/j.scriptamat.2015.11.020,brozek2016,1,1,1,400,200,83,4.2,554,27.7,1240,62,35,1.8,,,13.6,meta,Ti-beta,,,ST-WQ,"ST at 900 deg C for 30 min, and then WQ. Mechanical properties estimated from Figure 4a. Errors estimated to be 5%.",Ti0.9144 Cr0.0795 Sn0.0061
156,157,Ti-9Mo-6W,Ti0.9335Mo0.0493W0.0172,57,10.1016/j.scriptamat.2014.09.005,sun2015,0,1,1,,50,59,3,519,26,1098,54.9,34,1.7,,,11.64,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 900 deg C for 30 min and quenched in water. Mechanical properties estimated from Figure 1b. Errors estimated to be 5%.,Ti0.9335 Mo0.0493 W0.0172
157,158,Ti-12Mo,Ti0.9344Fe0.0002Mo0.0654,58,10.1016/j.actamat.2013.07.019,sun2013,1,1,1,600,30,78,3.9,481,24.1,974,48.7,38,1.9,,,12.36,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 900 deg C for 30 min and quenched in water. Mechanical properties estimated from Figure 1. Grain size roughly estimated based on Fig. 3. Errors estimated to be 5%.,Ti0.9344 Fe0.0002 Mo0.0654
158,159,Ti-24Nb-8Sn-4Zr,Ti0.7843Zr0.0252Nb0.1519Sn0.0387,59,10.1016/j.actbio.2006.11.002,hao2007,1,0,1,1100,50,50,2.5,350,,,,,,,,6.75,near,Ti-beta,Ti-alpha-dp,Ti-omega,ST-AC,ST at 850 deg C for 60 min followed by 40s air cooling then WQ. Average grain size roughly estimated as 50 um (Figure 2). Yield strength estimated from Fig. 9. Elastic modulus estimated from Fig. 11.,Ti0.7843 Zr0.0252 Nb0.1519 Sn0.0387
159,160,Ti-20V-43Zr-0.6O,Ti0.4609V0.2431Ni0.0037Fe0.0007Zr0.2917,60,10.1016/j.scriptamat.2009.02.044,talling2009,1,1,1,6400,,82.18,,635,,635,,1.8,,,,14.16,meta,Ti-beta,Ti-beta2,Ti-beta3,ST-AC,Hot extruded in the beta phase-field. Details about the cooling not specified. Oxygen content from Table 1. Mechanical strength extracted from Figure 2. ,Ti0.4609 V0.2431 Ni0.0037 Fe0.0007 Zr0.2917
160,161,Ti-24Nb-8Sn-4Zr,Ti0.7883Zr0.0243Nb0.15Sn0.0374,61,10.1016/j.actamat.2010.09.015,obbard2011,1,1,1,800,5,59.2,5,282,,665,,,,,,6.69,near,Ti-alpha-dp,Ti-beta,,ST-AC,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.,Ti0.7883 Zr0.0243 Nb0.15 Sn0.0374
161,162,Ti-24Nb-8Sn-4Zr-0.15O,Ti0.7823Zr0.0257Nb0.1522Sn0.0398,61,10.1016/j.actamat.2010.09.015,obbard2011,1,1,1,1500,5,61.6,,380,,797,,,,,,6.75,near,Ti-alpha-dp,Ti-beta,,ST-AC,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.,Ti0.7823 Zr0.0257 Nb0.1522 Sn0.0398
162,163,Ti-24Nb-8Sn-4Zr-0.20O,Ti0.7818Zr0.0259Nb0.1528Sn0.0394,61,10.1016/j.actamat.2010.09.015,obbard2011,1,1,1,2000,5,47.8,,515,,852,,,,,,6.78,near,Ti-alpha-dp,Ti-beta,,ST-AC,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.,Ti0.7818 Zr0.0259 Nb0.1528 Sn0.0394
163,164,Ti-24Nb-8Sn-4Zr-0.40O,Ti0.7861Zr0.024Nb0.1504Sn0.0395,61,10.1016/j.actamat.2010.09.015,obbard2011,1,1,1,4000,5,53.2,4,649,,778,,,,,,6.69,near,Ti-beta,Ti-alpha-dp,,ST-AC,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.,Ti0.7861 Zr0.024 Nb0.1504 Sn0.0395
164,165,Ti-25Nb,Ti0.8534Nb0.1466,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,64,2,456,28,688,14,4,5,181,16,7,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8534 Nb0.1466
165,166,Ti-25Nb-2.5Ta,Ti0.8426Nb0.1497Ta0.0077,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,71,1,374,16,642,9,48,7,159,7,7.55,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8426 Nb0.1497 Ta0.0077
166,167,Ti-25Nb-5Ta,Ti0.8313Nb0.153Ta0.0157,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,78,1,433,10,543,8,9,4,165,7,8.1,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8313 Nb0.153 Ta0.0157
167,168,Ti-25Nb-7.5Ta,Ti0.8195Nb0.1564Ta0.0241,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,78,3,376,12,590,13,56,2,172,5,8.65,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8195 Nb0.1564 Ta0.0241
168,169,Ti-30Nb,Ti0.8191Nb0.1809,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,79,1,327,7,532,12,70,1,193,10,8.4,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8191 Nb0.1809
169,170,Ti-30Nb-2.5Ta,Ti0.8072Nb0.1848Ta0.0079,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,81,1,411,19,584,10,24,5,180,3,8.95,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.8072 Nb0.1848 Ta0.0079
170,171,Ti-30Nb-5Ta,Ti0.7948Nb0.189Ta0.0162,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,80,3,377,13,595,11,74,4,197,10,9.5,near,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7948 Nb0.189 Ta0.0162
171,172,Ti-30Nb-7.5Ta,Ti0.7818Nb0.1934Ta0.0248,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,81,4,395,9,584,11,69,3,215,7,10.05,meta,Ti-alpha-dp,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7818 Nb0.1934 Ta0.0248
172,173,Ti-35Nb,Ti0.7828Nb0.2172,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,85,1,338,11,556,11,72,1,199,2,9.8,near,Ti-alpha-dp,Ti-beta,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7828 Nb0.2172
173,174,Ti-35Nb-2.5Ta,Ti0.7698Nb0.2221Ta0.0081,62,10.1016/j.jallcom.2010.05.134,souza2010,0,0,0,1540,250,85,1,303,11,580,8,61,5,202,4,10.35,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7698 Nb0.2221 Ta0.0081
174,175,Ti-35Nb-5Ta,Ti0.7561Nb0.2272Ta0.0167,62,10.1016/j.jallcom.2010.05.134,souza2010,1,1,0,1150,250,84,1,340,43,602,8,28,2,206,5,10.9,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7561 Nb0.2272 Ta0.0167
175,176,Ti-35Nb-7.5Ta,Ti0.7418Nb0.2326Ta0.0256,62,10.1016/j.jallcom.2010.05.134,souza2010,1,1,0,1930,250,90,1,314,13,585,16,65,3,231,6,11.45,meta,Ti-beta,,,ST-WQ,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). ,Ti0.7418 Nb0.2326 Ta0.0256
176,177,Ti-24Nb-38Zr-2Mo,Ti0.5171Zr0.2908Nb0.1776Mo0.0146,63,10.1016/j.actbio.2021.07.061,tong2021,0,0,0,,245,64.2,0.9,714,7,772,9,16,1,251,5,8.7,near,Ti-beta,,,ST-WQ,"ST at 800 deg C for 30 min, followed by water quenching (ref. CR-ST condition).",Ti0.5171 Zr0.2908 Nb0.1776 Mo0.0146
177,178,Ti-24Nb-38Zr-2Mo-0.1Sc,Ti0.51Zr0.2946Nb0.1785Mo0.0152Sc0.0017,63,10.1016/j.actbio.2021.07.061,tong2021,0,0,0,,207,65.4,0.8,780,8,809,7,19,1,265,4,8.79,near,Ti-beta,,,ST-WQ,"ST at 800 deg C for 30 min, followed by water quenching (ref. CR-ST condition).",Ti0.51 Zr0.2946 Nb0.1785 Mo0.0152 Sc0.0017
178,179,Ti-30Nb-1Mo-4Sn,Ti0.7872Nb0.1872Mo0.006Sn0.0195,64,10.1007/s11661-013-2134-8,hu2014,0,1,1,,,45,,220,,,,,,,,9.39,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 1 h followed by quenching into water at RT. Presents notable double-yielding - YS refers approx. to the second yield (Figure 4). Other mechanical properties not reported. ,Ti0.7872 Nb0.1872 Mo0.006 Sn0.0195
179,180,Ti-35Nb-7Zr-5Ta-1Si,Ti0.6777Zr0.0479Nb0.235Ta0.0172Si0.0222,65,10.1016/j.msec.2015.11.043,kopova2016,0,0,0,,30,70,,561,26,618,11,12,3,,,10.9,meta,Ti-beta,"(Zr,X)Si",,ST-WQ,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.,Ti0.6777 Zr0.0479 Nb0.235 Ta0.0172 Si0.0222
180,181,Ti-35Nb-7Zr-5Ta-2Fe,Ti0.6733Fe0.0226Zr0.0485Nb0.2381Ta0.0175,65,10.1016/j.msec.2015.11.043,kopova2016,0,0,0,,250,81,,588,9,721,20,27,2,,,16.69,meta,Ti-beta,,,ST-WQ,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.,Ti0.6733 Fe0.0226 Zr0.0485 Nb0.2381 Ta0.0175
181,182,Ti-35Nb-7Zr-5Ta-0.5Si-1Fe,Ti0.6755Fe0.0112Zr0.0482Nb0.2365Ta0.0173Si0.0112,65,10.1016/j.msec.2015.11.043,kopova2016,0,0,0,,150,75,,632,11,683,20,14,2,,,13.79,meta,Ti-beta,"(Zr,X)Si",,ST-WQ,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.,Ti0.6755 Fe0.0112 Zr0.0482 Nb0.2365 Ta0.0173 Si0.0112
182,183,Ti-35Nb-7Zr-5Ta-0.5Si-2Fe,Ti0.6636Fe0.0225Zr0.0483Nb0.237Ta0.0174Si0.0112,65,10.1016/j.msec.2015.11.043,kopova2016,0,0,0,,150,85,,720,19,841,32,15,2,,,16.69,meta,Ti-beta,"(Zr,X)Si",,ST-WQ,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.,Ti0.6636 Fe0.0225 Zr0.0483 Nb0.237 Ta0.0174 Si0.0112
183,184,Ti-35Nb-7Zr-5Ta-1Si-1Fe,Ti0.6659Fe0.0112Zr0.048Nb0.2354Ta0.0173Si0.0223,65,10.1016/j.msec.2015.11.043,kopova2016,0,0,0,,30,79,,613,38,652,45,7,2,,,13.8,meta,Ti-beta,"(Zr,X)Si",,ST-WQ,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.,Ti0.6659 Fe0.0112 Zr0.048 Nb0.2354 Ta0.0173 Si0.0223
184,185,Ti-35Nb,Ti0.7828Nb0.2172,66,10.1016/j.jmbbm.2015.06.035,tavares2015,0,1,0,,200,72,2,382,13,560,25,36,6,172,1,9.8,near,Ti-beta,Ti-alpha-dp,Ti-omega,ST-WQ,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.,Ti0.7828 Nb0.2172
185,186,Ti-35Nb-0.15Si,Ti0.78Nb0.2169Si0.0031,66,10.1016/j.jmbbm.2015.06.035,tavares2015,0,0,0,,180,66,2,389,17,573,26,32,4,190,3,9.8,near,Ti-beta,Ti-alpha-dp,Ti-omega,ST-WQ,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.,Ti0.78 Nb0.2169 Si0.0031
186,187,Ti-35Nb-0.35Si,Ti0.7763Nb0.2165Si0.0072,66,10.1016/j.jmbbm.2015.06.035,tavares2015,0,0,0,,120,65,2,405,21,585,18,29,4,202,4,9.8,near,Ti-beta,Ti-alpha-dp,Ti-omega,ST-WQ,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.,Ti0.7763 Nb0.2165 Si0.0072
187,188,Ti-35Nb-0.55Si,Ti0.7726Nb0.2162Si0.0112,66,10.1016/j.jmbbm.2015.06.035,tavares2015,0,1,0,,80,65,2,540,73,658,77,2,1,223,3,9.8,near,Ti-beta,Ti-alpha-dp,Ti-omega,ST-WQ,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.,Ti0.7726 Nb0.2162 Si0.0112
188,189,Ti-8Cr,Ti0.9259Cr0.0741,67,10.1007/BF01106518,hanada1986,0,1,0,,120,,,662,,769,,33,,,,12.8,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.,Ti0.9259 Cr0.0741
189,190,Ti-10Cr,Ti0.9072Cr0.0928,67,10.1007/BF01106518,hanada1986,0,1,0,,100,,,446,,872,,39,,,,16,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.,Ti0.9072 Cr0.0928
190,191,Ti-11.5Cr,Ti0.8932Cr0.1068,67,10.1007/BF01106518,hanada1986,0,1,0,,85,,,791,,858,,14,,,,18.39,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.,Ti0.8932 Cr0.1068
191,192,Ti-13Cr,Ti0.8791Cr0.1209,67,10.1007/BF01106518,hanada1986,0,1,0,,85,,,794,,830,,19,,,,20.8,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.,Ti0.8791 Cr0.1209
192,193,Ti-15Cr,Ti0.8602Cr0.1398,67,10.1007/BF01106518,hanada1986,0,1,0,,85,,,775,,814,,15,,,,24.01,meta,Ti-beta,,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.,Ti0.8602 Cr0.1398
193,194,Ti-20Cr,Ti0.8129Cr0.1871,67,10.1007/BF01106518,hanada1986,0,1,0,,85,,,808,,822,,8,,,,32,stable,Ti-beta,,,ST-WQ,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.,Ti0.8129 Cr0.1871
194,195,Ti-12Mo,Ti0.9363Mo0.0637,68,10.1016/j.msea.2010.03.044,sun2010,0,1,0,,40,90,,550,,660,,45,,,,12,meta,Ti-beta,Ti-omega,,ST-WQ,ST at 1143 K for 30 min then quenched into water. Average grain size around 40 um (Figure 1b).  ,Ti0.9363 Mo0.0637
